date,client_id,campaign_id,ad_id,creative_id,spend,impressions,clicks,landing_page_views,add_to_carts,purchases,revenue,data_type
2026-08-16,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.11,4187,80,65,4,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_003,brio_ad_012,brio_cr_012,40.73,2866,47,44,2,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_003,brio_ad_012,brio_cr_012,52.86,3627,57,51,4,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_003,brio_ad_012,brio_cr_012,55.43,4082,53,46,4,2,946.27,demo_synthetic
2026-08-20,brio,brio_cmp_003,brio_ad_012,brio_cr_012,52.17,4387,66,62,1,2,1012.73,demo_synthetic
2026-08-21,brio,brio_cmp_003,brio_ad_012,brio_cr_012,64.88,4701,95,86,6,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_003,brio_ad_012,brio_cr_012,48.3,3464,68,58,10,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_003,brio_ad_012,brio_cr_012,48.63,3437,63,57,5,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_003,brio_ad_012,brio_cr_012,55.06,4431,63,55,3,1,516.07,demo_synthetic
2026-08-25,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.95,4324,54,48,2,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_003,brio_ad_012,brio_cr_012,41.47,2925,32,28,0,0,0,demo_synthetic
2026-08-27,brio,brio_cmp_003,brio_ad_012,brio_cr_012,58.92,3777,61,53,4,1,498.86,demo_synthetic
2026-08-28,brio,brio_cmp_003,brio_ad_012,brio_cr_012,60.78,4905,76,66,9,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_003,brio_ad_012,brio_cr_012,59.8,4340,53,45,5,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_003,brio_ad_012,brio_cr_012,47.19,3186,56,51,4,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_003,brio_ad_012,brio_cr_012,66.77,4586,65,56,4,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.16,4063,70,61,8,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_003,brio_ad_012,brio_cr_012,56.0,3863,67,59,8,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_003,brio_ad_012,brio_cr_012,50.94,3721,61,59,4,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_003,brio_ad_012,brio_cr_012,47.98,3629,57,54,7,2,1006.67,demo_synthetic
2026-09-05,brio,brio_cmp_003,brio_ad_012,brio_cr_012,59.72,4162,56,47,4,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_003,brio_ad_012,brio_cr_012,60.28,4021,61,56,2,1,533.21,demo_synthetic
2026-09-07,brio,brio_cmp_003,brio_ad_012,brio_cr_012,54.54,4122,64,62,4,1,481.68,demo_synthetic
2026-09-08,brio,brio_cmp_003,brio_ad_012,brio_cr_012,52.88,3842,87,79,6,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_003,brio_ad_012,brio_cr_012,57.05,3768,67,62,3,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_003,brio_ad_012,brio_cr_012,53.39,3584,78,69,7,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_003,brio_ad_012,brio_cr_012,59.09,4828,78,68,4,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_003,brio_ad_012,brio_cr_012,58.61,4808,84,76,3,1,472.42,demo_synthetic
2026-09-13,brio,brio_cmp_003,brio_ad_012,brio_cr_012,63.17,4405,73,65,2,1,476.35,demo_synthetic
2026-07-16,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.02,2054,38,30,2,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.36,2255,34,34,0,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.13,2667,31,28,1,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_004,brio_ad_013,brio_cr_013,35.91,2470,40,37,1,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.79,2345,38,31,2,2,451.21,demo_synthetic
2026-07-21,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.22,2727,40,38,4,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_004,brio_ad_013,brio_cr_013,30.87,2272,41,39,4,1,217.9,demo_synthetic
2026-07-23,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.08,2644,42,36,3,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.87,2529,50,46,2,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_004,brio_ad_013,brio_cr_013,42.12,2775,52,48,2,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_004,brio_ad_013,brio_cr_013,43.72,3749,78,74,3,1,220.62,demo_synthetic
2026-07-27,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.69,2441,45,42,2,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.56,2736,51,42,2,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_004,brio_ad_013,brio_cr_013,39.63,2812,55,51,5,2,439.37,demo_synthetic
2026-07-30,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.2,2153,35,31,1,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.98,2370,43,38,6,1,216.82,demo_synthetic
2026-08-01,brio,brio_cmp_004,brio_ad_013,brio_cr_013,38.89,3170,50,46,3,1,247.01,demo_synthetic
2026-08-02,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.58,3012,53,44,2,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.81,3335,59,52,2,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_004,brio_ad_013,brio_cr_013,38.46,2672,56,53,3,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_004,brio_ad_013,brio_cr_013,45.47,3237,44,39,2,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_004,brio_ad_013,brio_cr_013,25.18,1880,35,32,2,1,226.94,demo_synthetic
2026-08-07,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.62,2507,39,35,2,1,244.16,demo_synthetic
2026-08-08,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.22,2251,44,38,2,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_004,brio_ad_013,brio_cr_013,41.63,3023,59,55,5,3,606.49,demo_synthetic
2026-08-10,brio,brio_cmp_004,brio_ad_013,brio_cr_013,40.71,2953,54,50,2,1,226.1,demo_synthetic
2026-08-11,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.4,2213,59,53,4,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.04,2457,42,39,2,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.12,2158,24,23,2,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.79,2110,41,38,3,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_004,brio_ad_013,brio_cr_013,43.12,3102,60,55,5,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.2,2312,36,33,4,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.79,2641,32,30,2,1,213.62,demo_synthetic
2026-08-18,brio,brio_cmp_004,brio_ad_013,brio_cr_013,35.18,2763,62,53,2,1,206.94,demo_synthetic
2026-08-19,brio,brio_cmp_004,brio_ad_013,brio_cr_013,30.03,2166,52,50,3,0,0,demo_synthetic
2026-08-20,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.85,2425,51,46,1,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.89,2665,52,49,4,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_004,brio_ad_013,brio_cr_013,43.25,3222,52,49,4,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.55,2446,45,39,4,1,218.23,demo_synthetic
2026-08-24,brio,brio_cmp_004,brio_ad_013,brio_cr_013,38.54,2957,47,42,3,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.65,2802,53,48,2,1,231.87,demo_synthetic
2026-08-26,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.03,2499,51,43,3,2,420.38,demo_synthetic
2026-08-27,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.35,2304,44,37,2,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.68,2272,39,38,1,1,218.22,demo_synthetic
2026-08-29,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.36,2717,33,26,3,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_004,brio_ad_013,brio_cr_013,29.29,2114,36,34,5,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.64,2668,51,48,2,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_004,brio_ad_013,brio_cr_013,39.12,3067,52,51,2,1,227.71,demo_synthetic
2026-09-02,brio,brio_cmp_004,brio_ad_013,brio_cr_013,32.76,2502,42,39,4,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_004,brio_ad_013,brio_cr_013,35.42,2453,39,34,0,0,0,demo_synthetic
2026-09-04,brio,brio_cmp_004,brio_ad_013,brio_cr_013,36.6,2859,60,57,0,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_004,brio_ad_013,brio_cr_013,37.88,2684,45,44,3,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_004,brio_ad_013,brio_cr_013,34.1,2391,42,36,2,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_004,brio_ad_013,brio_cr_013,38.37,2586,41,41,5,1,219.44,demo_synthetic
2026-09-08,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.47,2515,41,35,0,1,236.83,demo_synthetic
2026-09-09,brio,brio_cmp_004,brio_ad_013,brio_cr_013,33.16,2494,52,49,6,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_004,brio_ad_013,brio_cr_013,39.93,2598,46,43,3,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_004,brio_ad_013,brio_cr_013,28.76,2020,39,34,3,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_004,brio_ad_013,brio_cr_013,41.82,2966,56,55,4,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_004,brio_ad_013,brio_cr_013,35.03,2742,41,35,6,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.5,1997,27,26,0,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.95,2241,42,38,2,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.38,2675,41,34,4,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.86,2355,30,28,1,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_004,brio_ad_014,brio_cr_014,38.7,2116,38,34,0,1,226.13,demo_synthetic
2026-07-21,brio,brio_cmp_004,brio_ad_014,brio_cr_014,38.03,2589,32,27,2,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.16,2121,33,31,0,1,196.83,demo_synthetic
2026-07-23,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.97,2171,36,35,2,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.01,2269,31,29,0,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_004,brio_ad_014,brio_cr_014,39.03,2425,32,32,4,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_004,brio_ad_014,brio_cr_014,41.52,2261,29,28,2,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.94,2582,50,50,4,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_004,brio_ad_014,brio_cr_014,31.11,1737,36,35,4,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.12,2258,51,45,4,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_004,brio_ad_014,brio_cr_014,42.54,2615,46,42,3,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_004,brio_ad_014,brio_cr_014,34.76,2232,33,32,1,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.91,1981,37,34,4,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_004,brio_ad_014,brio_cr_014,46.23,3110,52,44,2,1,245.11,demo_synthetic
2026-08-03,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.39,2021,39,38,3,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_004,brio_ad_014,brio_cr_014,44.2,2824,57,50,5,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.6,2246,26,21,3,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_004,brio_ad_014,brio_cr_014,34.8,1899,38,33,1,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_004,brio_ad_014,brio_cr_014,39.48,2448,33,27,2,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.87,2202,43,41,2,0,0,demo_synthetic
2026-08-09,brio,brio_cmp_004,brio_ad_014,brio_cr_014,44.98,2728,38,36,0,1,228.9,demo_synthetic
2026-08-10,brio,brio_cmp_004,brio_ad_014,brio_cr_014,38.8,2775,48,42,8,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_004,brio_ad_014,brio_cr_014,28.72,1758,31,30,1,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.79,2230,39,35,0,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.04,2200,36,30,0,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_004,brio_ad_014,brio_cr_014,39.73,2255,35,33,0,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_004,brio_ad_014,brio_cr_014,41.1,2516,39,35,2,0,0,demo_synthetic
2026-08-16,brio,brio_cmp_004,brio_ad_014,brio_cr_014,41.42,2362,41,38,1,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.68,2425,36,33,3,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.67,1987,30,25,3,0,0,demo_synthetic
2026-08-19,brio,brio_cmp_004,brio_ad_014,brio_cr_014,46.97,2876,44,43,3,1,197.55,demo_synthetic
2026-08-20,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.54,2202,26,23,0,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_004,brio_ad_014,brio_cr_014,36.67,2041,30,28,1,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_004,brio_ad_014,brio_cr_014,39.25,2447,39,32,3,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_004,brio_ad_014,brio_cr_014,47.79,2567,47,40,3,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.34,1955,28,26,2,0,0,demo_synthetic
2026-08-25,brio,brio_cmp_004,brio_ad_014,brio_cr_014,31.79,2027,31,29,0,0,0,demo_synthetic
2026-08-26,brio,brio_cmp_004,brio_ad_014,brio_cr_014,41.6,2521,48,45,1,2,431.96,demo_synthetic
2026-08-27,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.53,2095,32,26,1,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.45,1840,25,25,1,0,0,demo_synthetic
2026-08-29,brio,brio_cmp_004,brio_ad_014,brio_cr_014,33.19,1875,21,18,2,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_004,brio_ad_014,brio_cr_014,39.16,2493,39,33,2,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_004,brio_ad_014,brio_cr_014,34.86,2048,26,24,0,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.34,1868,30,28,2,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.99,2136,29,26,2,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_004,brio_ad_014,brio_cr_014,42.11,2703,42,40,1,1,239.07,demo_synthetic
2026-09-04,brio,brio_cmp_004,brio_ad_014,brio_cr_014,28.92,1616,28,22,0,1,213.19,demo_synthetic
2026-09-05,brio,brio_cmp_004,brio_ad_014,brio_cr_014,32.32,1839,32,30,0,0,0,demo_synthetic
2026-09-06,brio,brio_cmp_004,brio_ad_014,brio_cr_014,42.82,2689,49,41,2,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_004,brio_ad_014,brio_cr_014,31.66,1890,22,20,2,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_004,brio_ad_014,brio_cr_014,34.42,1978,36,33,2,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_004,brio_ad_014,brio_cr_014,38.6,2380,37,30,1,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_004,brio_ad_014,brio_cr_014,37.74,2223,37,34,2,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_004,brio_ad_014,brio_cr_014,33.75,1991,49,44,4,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_004,brio_ad_014,brio_cr_014,42.22,2648,39,36,2,0,0,demo_synthetic
2026-09-13,brio,brio_cmp_004,brio_ad_014,brio_cr_014,35.91,2354,42,36,1,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.63,2759,72,68,3,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_004,brio_ad_015,brio_cr_015,36.26,2914,52,40,1,1,241.77,demo_synthetic
2026-07-18,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.08,2644,62,57,5,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_004,brio_ad_015,brio_cr_015,32.92,2929,50,43,2,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_004,brio_ad_015,brio_cr_015,41.5,3471,63,59,2,2,454.96,demo_synthetic
2026-07-21,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.01,2493,70,66,6,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.55,3451,69,65,6,1,208.02,demo_synthetic
2026-07-23,brio,brio_cmp_004,brio_ad_015,brio_cr_015,28.36,2246,47,44,2,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.05,2758,57,55,4,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_004,brio_ad_015,brio_cr_015,34.7,2981,54,51,2,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.92,2547,66,62,4,1,232.16,demo_synthetic
2026-07-27,brio,brio_cmp_004,brio_ad_015,brio_cr_015,30.8,2286,42,39,3,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_004,brio_ad_015,brio_cr_015,40.57,3515,82,78,12,1,234.0,demo_synthetic
2026-07-29,brio,brio_cmp_004,brio_ad_015,brio_cr_015,43.24,3193,51,47,5,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.27,3013,73,68,4,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.41,2824,56,51,2,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_004,brio_ad_015,brio_cr_015,42.11,3465,91,83,4,0,0,demo_synthetic
2026-08-02,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.15,2799,57,54,3,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_004,brio_ad_015,brio_cr_015,27.78,2366,43,42,7,0,0,demo_synthetic
2026-08-04,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.78,2799,58,56,3,0,0,demo_synthetic
2026-08-05,brio,brio_cmp_004,brio_ad_015,brio_cr_015,32.68,2589,50,47,1,0,0,demo_synthetic
2026-08-06,brio,brio_cmp_004,brio_ad_015,brio_cr_015,34.95,2546,40,38,2,0,0,demo_synthetic
2026-08-07,brio,brio_cmp_004,brio_ad_015,brio_cr_015,37.13,3057,41,37,2,0,0,demo_synthetic
2026-08-08,brio,brio_cmp_004,brio_ad_015,brio_cr_015,40.31,3878,89,80,6,1,226.04,demo_synthetic
2026-08-09,brio,brio_cmp_004,brio_ad_015,brio_cr_015,29.2,2362,59,50,7,0,0,demo_synthetic
2026-08-10,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.5,3507,76,70,2,0,0,demo_synthetic
2026-08-11,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.42,2767,70,67,2,0,0,demo_synthetic
2026-08-12,brio,brio_cmp_004,brio_ad_015,brio_cr_015,31.27,2525,50,48,5,0,0,demo_synthetic
2026-08-13,brio,brio_cmp_004,brio_ad_015,brio_cr_015,36.08,2473,50,42,1,0,0,demo_synthetic
2026-08-14,brio,brio_cmp_004,brio_ad_015,brio_cr_015,29.32,2208,51,45,8,0,0,demo_synthetic
2026-08-15,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.17,3368,68,58,2,1,223.4,demo_synthetic
2026-08-16,brio,brio_cmp_004,brio_ad_015,brio_cr_015,32.98,2348,43,38,2,0,0,demo_synthetic
2026-08-17,brio,brio_cmp_004,brio_ad_015,brio_cr_015,36.33,2695,33,31,2,0,0,demo_synthetic
2026-08-18,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.31,3238,65,60,4,1,208.76,demo_synthetic
2026-08-19,brio,brio_cmp_004,brio_ad_015,brio_cr_015,34.34,2626,56,54,2,1,231.23,demo_synthetic
2026-08-20,brio,brio_cmp_004,brio_ad_015,brio_cr_015,37.09,2971,67,63,6,0,0,demo_synthetic
2026-08-21,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.83,3058,66,59,2,0,0,demo_synthetic
2026-08-22,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.13,2674,63,61,6,0,0,demo_synthetic
2026-08-23,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.04,3058,53,51,6,0,0,demo_synthetic
2026-08-24,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.13,3082,72,65,9,1,229.64,demo_synthetic
2026-08-25,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.22,3133,67,61,2,1,232.97,demo_synthetic
2026-08-26,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.82,3007,70,64,1,2,399.26,demo_synthetic
2026-08-27,brio,brio_cmp_004,brio_ad_015,brio_cr_015,37.95,2992,52,49,4,0,0,demo_synthetic
2026-08-28,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.09,3226,60,54,4,1,216.04,demo_synthetic
2026-08-29,brio,brio_cmp_004,brio_ad_015,brio_cr_015,40.71,3245,65,61,5,0,0,demo_synthetic
2026-08-30,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.35,2822,80,73,7,0,0,demo_synthetic
2026-08-31,brio,brio_cmp_004,brio_ad_015,brio_cr_015,31.63,2218,43,39,3,0,0,demo_synthetic
2026-09-01,brio,brio_cmp_004,brio_ad_015,brio_cr_015,29.16,2303,44,43,1,0,0,demo_synthetic
2026-09-02,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.12,3237,70,63,8,0,0,demo_synthetic
2026-09-03,brio,brio_cmp_004,brio_ad_015,brio_cr_015,32.31,2417,42,40,3,1,222.87,demo_synthetic
2026-09-04,brio,brio_cmp_004,brio_ad_015,brio_cr_015,31.89,2382,38,37,2,0,0,demo_synthetic
2026-09-05,brio,brio_cmp_004,brio_ad_015,brio_cr_015,41.76,3225,74,71,3,2,407.85,demo_synthetic
2026-09-06,brio,brio_cmp_004,brio_ad_015,brio_cr_015,38.44,3330,58,54,3,0,0,demo_synthetic
2026-09-07,brio,brio_cmp_004,brio_ad_015,brio_cr_015,43.68,3197,62,51,5,0,0,demo_synthetic
2026-09-08,brio,brio_cmp_004,brio_ad_015,brio_cr_015,33.12,2599,60,55,5,0,0,demo_synthetic
2026-09-09,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.58,2458,55,47,2,0,0,demo_synthetic
2026-09-10,brio,brio_cmp_004,brio_ad_015,brio_cr_015,26.69,2154,47,39,5,0,0,demo_synthetic
2026-09-11,brio,brio_cmp_004,brio_ad_015,brio_cr_015,28.01,2255,66,63,5,0,0,demo_synthetic
2026-09-12,brio,brio_cmp_004,brio_ad_015,brio_cr_015,39.54,3416,60,55,5,1,246.24,demo_synthetic
2026-09-13,brio,brio_cmp_004,brio_ad_015,brio_cr_015,35.36,2651,61,56,2,0,0,demo_synthetic
2026-07-16,brio,brio_cmp_005,brio_ad_016,brio_cr_016,39.21,2572,40,38,0,0,0,demo_synthetic
2026-07-17,brio,brio_cmp_005,brio_ad_016,brio_cr_016,36.61,2530,44,39,3,0,0,demo_synthetic
2026-07-18,brio,brio_cmp_005,brio_ad_016,brio_cr_016,30.97,2056,36,33,1,0,0,demo_synthetic
2026-07-19,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.23,2408,37,30,0,0,0,demo_synthetic
2026-07-20,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.09,2593,35,31,1,0,0,demo_synthetic
2026-07-21,brio,brio_cmp_005,brio_ad_016,brio_cr_016,29.49,1893,22,19,0,0,0,demo_synthetic
2026-07-22,brio,brio_cmp_005,brio_ad_016,brio_cr_016,31.62,2079,40,36,1,0,0,demo_synthetic
2026-07-23,brio,brio_cmp_005,brio_ad_016,brio_cr_016,38.43,2343,34,31,1,0,0,demo_synthetic
2026-07-24,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.92,2611,33,28,2,0,0,demo_synthetic
2026-07-25,brio,brio_cmp_005,brio_ad_016,brio_cr_016,35.36,2477,31,28,2,0,0,demo_synthetic
2026-07-26,brio,brio_cmp_005,brio_ad_016,brio_cr_016,42.46,3418,53,50,1,0,0,demo_synthetic
2026-07-27,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.59,2448,39,38,1,0,0,demo_synthetic
2026-07-28,brio,brio_cmp_005,brio_ad_016,brio_cr_016,44.6,3286,53,45,1,0,0,demo_synthetic
2026-07-29,brio,brio_cmp_005,brio_ad_016,brio_cr_016,40.02,2803,44,40,3,0,0,demo_synthetic
2026-07-30,brio,brio_cmp_005,brio_ad_016,brio_cr_016,45.05,2866,42,38,3,0,0,demo_synthetic
2026-07-31,brio,brio_cmp_005,brio_ad_016,brio_cr_016,39.85,2608,59,55,3,0,0,demo_synthetic
2026-08-01,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.6,2370,35,32,3,1,388.0,demo_synthetic
2026-08-02,brio,brio_cmp_005,brio_ad_016,brio_cr_016,30.93,1996,16,14,2,0,0,demo_synthetic
2026-08-03,brio,brio_cmp_005,brio_ad_016,brio_cr_016,37.54,2808,44,44,1,1,309.18,demo_synthetic
2026-08-04,brio,brio_cmp_005,brio_ad_016,brio_cr_016,34.98,2440,28,25,0,1,289.73,demo_synthetic
2026-08-05,brio,brio_cmp_005,brio_ad_016,brio_cr_016,39.21,3016,35,32,3,0,0,demo_synthetic
